userId,eventId,rating
12352,703,12
12352,728,12
12352,753,12
12352,768,3
12352,769,6
12352,770,6
12352,776,2
12352,877,12
12352,964,12
12352,1020,3
12352,1036,3
12352,1070,6
12352,1279,6
12352,1289,5
12352,1407,4
12352,1471,3
12352,1478,4
12352,1481,2
12352,1484,12
12352,1488,2
12352,1489,4
12352,1499,12
12352,1500,12
12352,1507,9
12352,1519,5
12352,1543,2
12352,1552,6
12352,1571,6
12352,1573,4
12352,1629,12
12352,1630,12
12352,1634,3
12352,1648,4
12352,1690,4
12352,1698,6
12352,1820,6
12352,1821,12
12352,1822,12
12352,1824,12
12352,1835,12
12352,1924,16
12352,1925,12
12352,1931,12
12352,2029,12
12352,2074,4
12352,2076,8
12352,2117,3
12352,2182,16
12352,2183,16
12352,2366,6
12352,2503,12
12352,2526,4
12352,2802,24
12352,2872,10
12352,3662,1
12352,3664,7
12353,1734,4
12353,2501,8
12353,2504,2
12353,2505,6
12354,139,8
12354,140,8
12354,141,8
12354,171,10
12354,179,2
12354,180,2
12354,342,12
12354,383,8
12354,428,2
12354,439,24
12354,440,32
12354,441,32
12354,442,24
12354,443,32
12354,444,32
12354,446,6
12354,532,6
12354,627,3
12354,753,12
12354,825,1
12354,855,6
12354,856,12
12354,882,2
12354,990,6
12354,1036,3
12354,1072,2
12354,1104,2
12354,1195,6
12354,1204,6
12354,1220,24
12354,1221,24
12354,1256,10
12354,1321,3
12354,1368,4
12354,1477,3
12354,1482,4
12354,1483,12
12354,1484,12
12354,1485,12
12354,1489,2
12354,1512,10
12354,1519,5
12354,1685,1
12354,1694,1
12354,1743,6
12354,1825,24
12354,1849,1
12354,1851,1
12354,1891,2
12354,1893,2
12354,2032,10
12354,2035,10
12354,2036,10
12354,2083,4
12354,2084,4
12354,2085,4
12354,3127,12
12354,3137,4
12355,1289,2
12355,1502,8
12355,1544,24
12355,1548,6
12355,1549,6
12355,1550,6
12355,1734,2
12355,1912,96
12355,1913,60
12355,2694,6
12355,2695,6
12355,2696,6
12355,3182,12
12356,279,8
12356,342,15
12356,344,6
12356,349,10
12356,361,40
12356,366,24
12356,368,24
12356,369,12
12356,411,48
12356,412,48
12356,424,24
12356,425,24
12356,437,72
12356,535,48
12356,623,12
12356,825,11
12356,957,32
12356,959,48
12356,960,12
12356,962,24
12356,966,24
12356,1029,24
12356,1030,48
12356,1036,24
12356,1087,12
12356,1289,22
12356,1301,60
12356,1500,12
12356,1502,24
12356,1549,4
12356,1550,4
12356,1702,72
12356,1780,24
12356,1781,12
12356,1794,24
12356,1800,12
12356,1809,12
12356,2502,4
12356,2503,48
12356,2505,18
12356,2527,12
12356,2528,12
12356,2841,36
12356,2842,51
12356,2843,24
12356,2853,20
12356,2884,32
12356,2902,24
12356,3126,24
12356,3130,168
12356,3131,120
12356,3293,24
12356,3664,18
12357,19,9
12357,21,3
12357,140,72
12357,141,16
12357,143,9
12357,180,12
12357,264,12
12357,265,12
12357,318,12
12357,363,16
12357,381,30
12357,427,8
12357,429,12
12357,437,12
12357,438,12
12357,554,12
12357,603,24
12357,614,24
12357,615,24
12357,616,24
12357,635,6
12357,825,6
12357,826,24
12357,842,12
12357,927,24
12357,928,24
12357,929,24
12357,930,24
12357,931,24
12357,932,24
12357,933,24
12357,957,16
12357,959,12
12357,961,12
12357,964,12
12357,966,48
12357,967,12
12357,970,36
12357,971,36
12357,972,24
12357,1082,12
12357,1083,6
12357,1085,6
12357,1184,12
12357,1190,24
12357,1193,12
12357,1194,12
12357,1210,24
12357,1224,48
12357,1233,12
12357,1234,12
12357,1289,8
12357,1368,12
12357,1370,12
12357,1371,12
12357,1486,96
12357,1563,24
12357,1565,24
12357,1567,24
12357,1568,24
12357,1569,24
12357,1576,8
12357,1577,8
12357,1578,8
12357,1661,24
12357,1662,24
12357,1664,24
12357,1666,24
12357,1692,4
12357,1693,4
12357,1734,12
12357,1741,30
12357,1746,12
12357,1747,12
12357,1748,12
12357,1790,12
12357,1806,12
12357,1808,24
12357,1811,96
12357,1825,24
12357,1826,24
12357,2000,12
12357,2010,6
12357,2011,6
12357,2013,16
12357,2016,36
12357,2027,48
12357,2028,48
12357,2029,48
12357,2077,12
12357,2090,24
12357,2121,12
12357,2134,6
12357,2135,6
12357,2136,6
12357,2160,6
12357,2174,24
12357,2175,24
12357,2176,24
12357,2177,24
12357,2197,36
12357,2293,1
12357,2300,20
12357,2301,12
12357,2420,24
12357,2422,24
12357,2423,12
12357,2424,24
12357,2501,16
12357,2503,12
12357,2504,8
12357,2526,36
12357,2592,30
12357,2650,12
12357,2679,72
12357,2681,12
12357,2682,12
12357,2705,24
12357,2794,24
12357,2795,24
12357,2796,24
12357,2842,12
12357,2944,4
12357,3021,8
12357,3140,12
12357,3141,48
12357,3178,72
12357,3182,48
12357,3264,12
12357,3265,12
12357,3282,16
12358,19,36
12358,20,36
12358,21,24
12358,25,4
12358,143,36
12358,438,12
12358,959,36
12358,963,6
12358,1500,36
12358,2502,12
12358,2504,2
12358,2622,2
12358,3664,6
12359,159,8
12359,160,8
12359,181,12
12359,324,1
12359,326,1
12359,363,3
12359,376,16
12359,392,12
12359,455,6
12359,466,1
12359,621,2
12359,624,2
12359,763,8
12359,768,3
12359,769,3
12359,770,3
12359,776,6
12359,781,1
12359,788,12
12359,825,2
12359,870,4
12359,875,4
12359,879,24
12359,889,20
12359,893,10
12359,1009,16
12359,1084,2
12359,1085,2
12359,1091,4
12359,1097,4
12359,1241,6
12359,1257,10
12359,1277,10
12359,1289,27
12359,1312,6
12359,1318,6
12359,1334,8
12359,1335,3
12359,1337,3
12359,1339,3
12359,1340,10
12359,1349,4
12359,1355,12
12359,1362,6
12359,1363,4
12359,1370,8
12359,1371,8
12359,1411,12
12359,1412,12
12359,1423,12
12359,1470,24
12359,1477,3
12359,1478,2
12359,1479,2
12359,1480,4
12359,1481,4
12359,1490,2
12359,1505,20
12359,1508,2
12359,1509,2
12359,1510,12
12359,1516,6
12359,1517,10
12359,1541,2
12359,1543,2
12359,1548,12
12359,1549,6
12359,1550,18
12359,1560,25
12359,1571,5
12359,1572,3
12359,1573,4
12359,1575,4
12359,1576,4
12359,1577,4
12359,1578,4
12359,1626,4
12359,1628,8
12359,1637,1
12359,1641,2
12359,1642,2
12359,1644,2
12359,1646,4
12359,1673,1
12359,1674,4
12359,1676,4
12359,1684,2
12359,1685,1
12359,1686,2
12359,1687,2
12359,1690,2
12359,1691,2
12359,1692,3
12359,1693,3
12359,1695,2
12359,1697,4
12359,1698,6
12359,1703,6
12359,1705,6
12359,1740,6
12359,1744,6
12359,1750,12
12359,1751,12
12359,1755,3
12359,1757,3
12359,1759,12
12359,1760,12
12359,1761,12
12359,1762,12
12359,1763,12
12359,1768,2
12359,1769,2
12359,1770,2
12359,1802,6
12359,1803,12
12359,1804,12
12359,1805,12
12359,1833,12
12359,1835,24
12359,1852,4
12359,1853,4
12359,1860,4
12359,1861,4
12359,1888,2
12359,1889,2
12359,1890,2
12359,1891,2
12359,1892,2
12359,1893,2
12359,1930,4
12359,1933,12
12359,1942,2
12359,1946,3
12359,1949,3
12359,1958,4
12359,1994,4
12359,2002,24
12359,2003,24
12359,2004,24
12359,2005,6
12359,2006,10
12359,2007,10
12359,2008,8
12359,2009,8
12359,2014,24
12359,2020,12
12359,2023,12
12359,2026,8
12359,2030,20
12359,2031,10
12359,2032,10
12359,2033,10
12359,2037,10
12359,2039,10
12359,2061,25
12359,2068,6
12359,2069,6
12359,2070,12
12359,2071,6
12359,2076,6
12359,2102,2
12359,2103,6
12359,2117,3
12359,2120,12
12359,2121,12
12359,2134,2
12359,2164,12
12359,2165,12
12359,2174,8
12359,2175,6
12359,2185,16
12359,2186,16
12359,2187,16
12359,2200,4
12359,2201,4
12359,2207,2
12359,2214,6
12359,2223,3
12359,2224,3
12359,2230,12
12359,2231,12
12359,2232,12
12359,2233,6
12359,2234,4
12359,2236,6
12359,2279,4
12359,2280,4
12359,2300,10
12359,2301,6
12359,2310,12
12359,2311,12
12359,2333,4
12359,2335,6
12359,2336,6
12359,2337,6
12359,2338,3
12359,2341,3
12359,2342,4
12359,2343,4
12359,2344,6
12359,2349,2
12359,2409,3
12359,2594,5
12359,2622,2
12359,2770,22
12359,2782,12
12359,2785,20
12359,2786,20
12359,2787,20
12359,2805,2
12359,3196,12
12359,3219,10
12359,3220,10
12359,3221,10
12360,138,8
12360,139,8
12360,140,24
12360,141,16
12360,145,6
12360,148,6
12360,164,10
12360,179,4
12360,180,2
12360,285,16
12360,342,12
12360,344,12
12360,349,12
12360,383,8
12360,439,8
12360,440,8
12360,441,16
12360,442,16
12360,444,16
12360,445,16
12360,638,12
12360,639,18
12360,640,18
12360,644,6
12360,646,6
12360,647,6
12360,708,12
12360,709,12
12360,748,12
12360,786,24
12360,787,24
12360,887,10
12360,919,12
12360,920,12
12360,921,12
12360,931,12
12360,933,12
12360,1036,3
12360,1037,6
12360,1038,6
12360,1039,12
12360,1040,6
12360,1153,6
12360,1154,6
12360,1204,24
12360,1206,18
12360,1228,18
12360,1243,8
12360,1257,10
12360,1297,6
12360,1299,6
12360,1304,10
12360,1353,36
12360,1408,12
12360,1410,24
12360,1411,12
12360,1412,12
12360,1413,12
12360,1427,12
12360,1428,12
12360,1437,12
12360,1456,12
12360,1471,3
12360,1475,12
12360,1484,12
12360,1544,24
12360,1592,6
12360,1602,2
12360,1659,12
12360,1660,12
12360,1661,12
12360,1663,12
12360,1665,12
12360,1666,12
12360,1742,8
12360,1752,12
12360,1783,4
12360,1848,6
12360,1849,12
12360,1851,6
12360,1960,4
12360,1987,12
12360,1991,12
12360,2030,10
12360,2084,4
12360,2085,4
12360,2090,12
12360,2104,8
12360,2105,8
12360,2106,8
12360,2107,8
12360,2137,6
12360,2139,12
12360,2186,16
12360,2187,16
12360,2197,4
12360,2705,24
12360,2841,12
12360,2948,6
12360,3134,12
12360,3135,4
12360,3136,4
12360,3137,20
12360,3294,6
12360,3664,9
12361,171,10
12361,172,10
12361,1204,6
12361,1206,6
12361,1254,10
12361,1411,12
12361,1483,12
12361,1484,12
12361,1485,12
12361,3664,1
12362,19,9
12362,38,24
12362,70,28
12362,131,6
12362,143,9
12362,145,6
12362,147,2
12362,149,4
12362,154,6
12362,171,20
12362,172,30
12362,174,20
12362,179,2
12362,180,8
12362,263,6
12362,288,12
12362,290,12
12362,292,12
12362,342,12
12362,373,4
12362,374,4
12362,433,10
12362,448,6
12362,601,4
12362,602,8
12362,603,3
12362,627,3
12362,629,6
12362,639,6
12362,640,18
12362,644,6
12362,645,6
12362,705,12
12362,730,12
12362,740,8
12362,741,8
12362,743,12
12362,753,12
12362,764,12
12362,765,12
12362,785,24
12362,818,36
12362,820,12
12362,835,12
12362,876,4
12362,881,24
12362,889,10
12362,894,5
12362,901,12
12362,913,24
12362,933,12
12362,990,6
12362,1010,6
12362,1036,6
12362,1037,3
12362,1047,24
12362,1067,12
12362,1084,2
12362,1085,2
12362,1089,36
12362,1152,6
12362,1153,5
12362,1156,6
12362,1204,30
12362,1206,24
12362,1228,24
12362,1243,8
12362,1245,4
12362,1246,4
12362,1247,4
12362,1254,30
12362,1255,20
12362,1257,10
12362,1265,12
12362,1271,12
12362,1289,1
12362,1297,6
12362,1298,6
12362,1315,6
12362,1318,6
12362,1319,6
12362,1352,12
12362,1353,36
12362,1354,12
12362,1365,2
12362,1369,1
12362,1406,12
12362,1408,24
12362,1410,36
12362,1411,12
12362,1413,12
12362,1421,12
12362,1436,3
12362,1444,6
12362,1445,6
12362,1467,12
12362,1483,59
12362,1484,47
12362,1485,24
12362,1491,4
12362,1510,30
12362,1513,40
12362,1550,18
12362,1563,12
12362,1573,4
12362,1575,4
12362,1576,16
12362,1577,16
12362,1578,12
12362,1600,4
12362,1601,4
12362,1626,1
12362,1646,2
12362,1659,24
12362,1663,24
12362,1735,2
12362,1736,12
12362,1744,6
12362,1747,6
12362,1751,24
12362,1773,6
12362,1780,6
12362,1783,4
12362,1784,1
12362,1785,1
12362,1786,1
12362,1789,2
12362,1790,4
12362,1804,24
12362,1812,6
12362,1848,1
12362,1849,1
12362,1850,1
12362,1851,1
12362,1879,3
12362,1916,4
12362,1940,2
12362,2002,24
12362,2005,4
12362,2006,4
12362,2007,4
12362,2022,12
12362,2030,10
12362,2033,10
12362,2034,20
12362,2035,10
12362,2037,20
12362,2039,20
12362,2040,20
12362,2068,6
12362,2069,6
12362,2074,4
12362,2075,6
12362,2076,12
12362,2077,12
12362,2083,8
12362,2084,4
12362,2085,8
12362,2087,12
12362,2102,2
12362,2108,16
12362,2109,16
12362,2110,8
12362,2111,16
12362,2122,10
12362,2123,10
12362,2124,10
12362,2132,5
12362,2138,24
12362,2139,24
12362,2164,12
12362,2165,12
12362,2177,12
12362,2184,16
12362,2193,24
12362,2197,8
12362,2198,4
12362,2199,8
12362,2200,4
12362,2201,4
12362,2288,4
12362,2375,4
12362,2388,6
12362,2526,4
12362,2594,4
12362,2595,4
12362,2609,8
12362,2622,2
12362,2624,2
12362,2625,2
12362,2763,4
12362,2841,12
12362,2899,12
12362,2900,12
12362,2905,4
12362,2906,4
12362,3137,4
12362,3141,3
12362,3219,20
12362,3327,24
12362,3664,32
12363,147,2
12363,365,24
12363,366,24
12363,367,24
12363,368,24
12363,422,12
12363,423,12
12363,424,24
12363,425,24
12363,907,12
12363,908,12
12363,910,24
12363,911,24
12363,1542,2
12363,1793,12
12363,1795,36
12363,2065,24
12363,2067,24
12363,2132,6
12363,2137,12
12363,2617,2
12363,3130,24
12363,3131,24
12364,43,25
12364,44,25
12364,48,25
12364,54,25
12364,284,16
12364,285,16
12364,286,16
12364,327,12
12364,328,12
12364,329,24
12364,331,12
12364,332,24
12364,342,24
12364,344,24
12364,349,24
12364,365,24
12364,366,24
12364,367,24
12364,368,24
12364,370,12
12364,410,12
12364,412,12
12364,419,24
12364,424,24
12364,425,24
12364,494,12
12364,532,6
12364,533,12
12364,607,25
12364,609,25
12364,610,25
12364,611,25
12364,616,12
12364,825,2
12364,910,24
12364,911,24
12364,919,24
12364,920,24
12364,921,24
12364,933,12
12364,948,25
12364,949,25
12364,990,6
12364,1209,16
12364,1210,16
12364,1303,40
12364,1467,24
12364,1474,12
12364,1519,5
12364,1555,25
12364,1557,25
12364,1558,25
12364,1559,25
12364,1563,12
12364,1567,12
12364,1666,12
12364,1750,12
12364,1751,24
12364,1794,24
12364,1834,24
12364,2117,3
12364,2126,24
12364,2127,24
12364,2129,216
12364,2352,25
12364,2594,4
12364,2606,3
12364,2607,3
12364,3130,24
12364,3664,7
12365,280,12
12365,354,6
12365,355,6
12365,508,12
12365,509,12
12365,511,12
12365,553,3
12365,691,6
12365,908,12
12365,1026,12
12365,1113,6
12365,1289,1
12365,1341,10
12365,1441,12
12365,1548,6
12365,1549,6
12365,1550,6
12365,1758,12
12365,2698,4
12365,3063,5
12365,3126,12
12365,3662,1
12367,69,60
12367,644,6
12367,647,6
12367,776,2
12367,948,25
12367,1483,12
12367,1484,12
12367,1485,12
12367,1559,25
12367,3325,12
12367,3664,1
12370,112,23
12370,121,12
12370,122,12
12370,125,12
12370,161,1
12370,239,20
12370,272,10
12370,273,10
12370,275,10
12370,276,5
12370,277,9
12370,278,9
12370,280,2
12370,282,6
12370,307,10
12370,308,10
12370,309,10
12370,311,10
12370,312,10
12370,313,10
12370,325,4
12370,326,6
12370,354,3
12370,355,24
12370,356,18
12370,357,3
12370,358,8
12370,359,12
12370,360,12
12370,402,1
12370,403,2
12370,419,1
12370,437,8
12370,438,18
12370,493,24
12370,508,1
12370,509,1
12370,510,2
12370,511,5
12370,532,12
12370,533,24
12370,536,24
12370,539,24
12370,568,4
12370,716,6
12370,717,24
12370,754,16
12370,798,12
12370,970,5
12370,971,5
12370,983,1
12370,985,1
12370,987,1
12370,988,1
12370,1013,4
12370,1043,4
12370,1044,12
12370,1045,3
12370,1046,3
12370,1049,48
12370,1050,48
12370,1071,4
12370,1103,24
12370,1113,6
12370,1116,12
12370,1117,12
12370,1118,12
12370,1120,12
12370,1150,13
12370,1151,6
12370,1152,7
12370,1153,6
12370,1154,7
12370,1170,24
12370,1173,48
12370,1175,24
12370,1176,48
12370,1190,6
12370,1191,6
12370,1212,96
12370,1328,24
12370,1329,12
12370,1340,10
12370,1380,12
12370,1381,12
12370,1382,12
12370,1383,12
12370,1384,10
12370,1385,10
12370,1421,24
12370,1422,24
12370,1424,10
12370,1425,6
12370,1426,4
12370,1427,12
12370,1431,8
12370,1438,6
12370,1595,1
12370,1596,1
12370,1597,1
12370,1598,1
12370,1599,6
12370,1600,4
12370,1601,6
12370,1616,8
12370,1617,4
12370,1629,8
12370,1630,8
12370,1634,21
12370,1651,9
12370,1702,12
12370,1804,12
12370,1918,12
12370,1919,12
12370,2041,24
12370,2044,12
12370,2460,12
12370,2461,12
12370,2472,10
12370,2478,12
12370,2501,8
12370,2504,8
12370,2526,20
12370,2594,1
12370,2598,1
12370,2606,2
12370,2607,1
12370,2679,18
12370,2748,6
12370,2791,12
12370,2792,24
12370,2898,288
12370,2919,288
12370,3059,48
12370,3097,12
12370,3217,8
12370,3233,94
12370,3290,6
12370,3302,36
12370,3304,8
12370,3307,12
12370,3308,24
12370,3664,3
12371,83,24
12371,171,10
12371,173,10
12371,272,10
12371,273,10
12371,325,4
12371,600,4
12371,601,8
12371,603,6
12371,606,12
12371,638,6
12371,659,6
12371,660,6
12371,661,6
12371,664,6
12371,669,3
12371,720,8
12371,723,6
12371,1011,6
12371,1013,8
12371,1022,12
12371,1037,3
12371,1073,12
12371,1189,30
12371,1190,12
12371,1191,12
12371,1192,18
12371,1228,6
12371,1266,12
12371,1289,4
12371,1486,12
12371,1595,6
12371,1681,12
12371,1709,12
12371,1710,12
12371,1758,12
12371,1766,12
12371,1767,12
12371,1782,4
12371,1831,6
12371,1988,12
12371,1989,12
12371,1990,12
12371,1991,12
12371,2174,4
12371,2175,6
12371,2176,4
12371,2177,6
12371,2679,36
12371,2707,12
12371,2795,8
12371,2796,8
12371,2836,18
12371,3169,4
12371,3171,4
12371,3172,4
12371,3173,8
12371,3174,4
12371,3175,4
12371,3176,6
12371,3177,6
12371,3325,12
12371,3664,9
12372,43,25
12372,44,25
12372,48,25
12372,180,10
12372,578,6
12372,645,6
12372,646,6
12372,789,12
12372,948,25
12372,1036,6
12372,1204,42
12372,1206,30
12372,1207,12
12372,1246,8
12372,1248,4
12372,1396,24
12372,1397,24
12372,1398,24
12372,1401,24
12372,1407,8
12372,1408,48
12372,1411,48
12372,1412,72
12372,1483,48
12372,1484,48
12372,1485,24
12372,1510,24
12372,1555,25
12372,1556,25
12372,1562,25
12372,2063,25
12372,2075,6
12372,2243,24
12372,3664,6
12373,163,20
12373,164,10
12373,168,20
12373,170,30
12373,172,20
12373,174,20
12373,601,6
12373,889,20
12373,1204,12
12373,1206,6
12373,1232,10
12373,1409,12
12373,3219,10
12373,3664,1
12374,354,12
12374,356,18
12374,603,3
12374,786,24
12374,787,24
12374,1012,3
12374,1013,4
12374,1014,4
12374,1040,6
12374,1274,12
12374,1289,2
12374,1307,8
12374,1308,4
12374,1498,12
12374,1582,18
12374,1583,18
12374,1584,18
12374,1585,10
12374,1589,10
12374,1657,6
12374,1665,12
12374,1798,6
12374,1799,6
12374,2139,12
12374,2172,12
12374,2173,12
12374,2304,12
12374,2377,12
12374,2557,2
12374,2679,9
12374,3131,24
12374,3282,4
12374,3664,3
12375,163,20
12375,164,10
12375,168,10
12375,179,4
12375,887,10
12375,888,10
12375,1231,10
12375,1232,10
12375,2031,40
12375,2034,20
12375,3136,4
12375,3137,8
12375,3220,19
12375,3664,2
12377,29,24
12377,128,6
12377,180,2
12377,244,10
12377,342,12
12377,349,12
12377,418,12
12377,517,12
12377,532,6
12377,614,12
12377,639,6
12377,640,6
12377,713,12
12377,746,12
12377,820,24
12377,839,24
12377,845,24
12377,926,6
12377,933,36
12377,940,24
12377,990,6
12377,1007,12
12377,1008,4
12377,1009,12
12377,1012,16
12377,1082,12
12377,1089,12
12377,1178,12
12377,1179,12
12377,1180,12
12377,1181,12
12377,1192,12
12377,1204,6
12377,1206,12
12377,1243,16
12377,1288,12
12377,1314,6
12377,1315,6
12377,1362,6
12377,1396,24
12377,1397,48
12377,1398,48
12377,1401,48
12377,1402,24
12377,1403,24
12377,1408,12
12377,1411,12
12377,1412,12
12377,1483,12
12377,1484,12
12377,1485,12
12377,1510,12
12377,1564,12
12377,1565,12
12377,1567,12
12377,1575,4
12377,1576,4
12377,1577,4
12377,1578,4
12377,1579,4
12377,1580,4
12377,1596,6
12377,1660,24
12377,1683,8
12377,1796,24
12377,2526,4
12377,2606,6
12377,2802,12
12377,3136,6
12377,3137,6
12377,3314,6
12377,3664,2
12378,23,2
12378,48,25
12378,138,8
12378,139,8
12378,140,24
12378,141,16
12378,145,6
12378,147,2
12378,148,6
12378,171,20
12378,174,10
12378,180,4
12378,183,6
12378,318,12
12378,341,12
12378,342,48
12378,344,48
12378,349,48
12378,352,24
12378,361,10
12378,381,10
12378,402,12
12378,414,12
12378,417,6
12378,420,12
12378,424,24
12378,439,24
12378,440,8
12378,441,8
12378,442,24
12378,443,16
12378,444,16
12378,445,8
12378,475,6
12378,630,4
12378,636,6
12378,638,6
12378,639,6
12378,640,6
12378,702,12
12378,705,12
12378,706,12
12378,732,4
12378,733,4
12378,735,4
12378,753,12
12378,826,12
12378,893,10
12378,894,5
12378,905,24
12378,913,24
12378,914,24
12378,917,24
12378,919,12
12378,920,12
12378,921,24
12378,974,12
12378,975,12
12378,1044,12
12378,1081,4
12378,1134,12
12378,1135,12
12378,1151,6
12378,1153,6
12378,1191,6
12378,1192,6
12378,1196,6
12378,1198,9
12378,1203,9
12378,1204,12
12378,1206,6
12378,1207,12
12378,1209,8
12378,1210,16
12378,1211,8
12378,1241,2
12378,1244,4
12378,1246,4
12378,1255,10
12378,1256,10
12378,1296,4
12378,1297,6
12378,1298,6
12378,1300,8
12378,1301,12
12378,1302,20
12378,1315,6
12378,1318,6
12378,1341,10
12378,1390,24
12378,1393,24
12378,1407,4
12378,1439,6
12378,1440,6
12378,1441,12
12378,1444,6
12378,1445,6
12378,1457,12
12378,1460,1
12378,1469,24
12378,1473,8
12378,1482,4
12378,1483,12
12378,1485,12
12378,1510,12
12378,1520,5
12378,1521,12
12378,1538,2
12378,1543,4
12378,1544,24
12378,1576,4
12378,1578,4
12378,1579,4
12378,1587,10
12378,1589,10
12378,1592,6
12378,1593,6
12378,1595,6
12378,1596,6
12378,1597,6
12378,1598,6
12378,1610,4
12378,1620,2
12378,1629,4
12378,1667,12
12378,1669,4
12378,1684,1
12378,1685,1
12378,1686,2
12378,1687,2
12378,1692,1
12378,1696,12
12378,1697,4
12378,1702,12
12378,1750,12
12378,1757,3
12378,1773,6
12378,1785,2
12378,1786,3
12378,1788,12
12378,1800,6
12378,1806,6
12378,1807,6
12378,1808,12
12378,1823,12
12378,1824,12
12378,1832,2
12378,1842,24
12378,1913,20
12378,1916,2
12378,1934,12
12378,1935,12
12378,1940,6
12378,1941,24
12378,1951,12
12378,1961,4
12378,1979,12
12378,1980,12
12378,1987,12
12378,1988,12
12378,1989,12
12378,1991,12
12378,2008,8
12378,2009,8
12378,2015,6
12378,2025,8
12378,2026,8
12378,2037,10
12378,2038,10
12378,2040,10
12378,2052,12
12378,2054,12
12378,2060,6
12378,2062,25
12378,2078,12
12378,2079,12
12378,2080,12
12378,2081,4
12378,2082,2
12378,2083,4
12378,2084,4
12378,2085,4
12378,2090,12
12378,2091,12
12378,2093,12
12378,2104,24
12378,2105,24
12378,2106,24
12378,2107,16
12378,2117,6
12378,2130,12
12378,2135,2
12378,2136,2
12378,2138,12
12378,2165,12
12378,2166,12
12378,2357,25
12378,2592,10
12378,2596,3
12378,2606,3
12378,2607,3
12378,2609,16
12378,2614,6
12378,2619,2
12378,2773,12
12378,2842,12
12378,2843,12
12378,2898,288
12378,2993,4
12378,3028,12
12378,3069,4
12378,3126,12
12378,3127,12
12378,3135,4
12378,3137,4
12378,3140,3
12378,3186,2
12378,3193,12
12378,3325,12
12379,131,6
12379,138,8
12379,140,8
12379,171,10
12379,172,10
12379,174,10
12379,180,12
12379,342,12
12379,424,24
12379,446,6
12379,564,6
12379,566,6
12379,1179,6
12379,1180,6
12379,1181,6
12379,1204,12
12379,1206,12
12379,1228,6
12379,1254,10
