postID,userID,activityID,page,user_activity_timestamp,recommendationID,nearPlaceID,placeID,eventID,engagementType,engagement_timestamp
101,user4,Comment,Profile Page,2024-05-27T13:52:00.000+02:00,rec74,np150,place103,event448,Save,2024-05-02T12:14:41.000+02:00
101,user4,Like/Reaction,Profile Page,2024-05-27T16:30:00.000+02:00,rec74,np150,place103,event278,Share,2024-05-02T12:14:41.000+02:00
101,user4,Comment,Profile Page,2024-05-28T04:15:00.000+02:00,rec74,np150,place103,event351,Save,2024-05-02T12:14:41.000+02:00
101,user2,Share,Profile Page,2024-05-28T05:50:00.000+02:00,rec92,np150,place103,event84,Share,2024-05-02T12:14:41.000+02:00
101,user4,Notification Interaction,Notifications,2024-05-28T21:27:00.000+02:00,rec74,np150,place103,event449,Save,2024-05-02T12:14:41.000+02:00
101,user4,Comment,Profile Page,2024-05-29T03:06:00.000+02:00,rec74,np150,place103,event388,Share,2024-05-02T12:14:41.000+02:00
101,user4,Comment,Profile Page,2024-05-29T07:18:00.000+02:00,rec74,np150,place103,event141,Share,2024-05-02T12:14:41.000+02:00
101,user2,Notification Interaction,Notifications,2024-05-29T12:44:00.000+02:00,rec92,np150,place103,event300,Like,2024-05-02T12:14:41.000+02:00
101,user4,Comment,Profile Page,2024-05-29T19:34:00.000+02:00,rec74,np150,place103,event4,Share,2024-05-02T12:14:41.000+02:00
101,user4,Login,Home,2024-05-30T20:47:00.000+02:00,rec74,np150,place103,event439,Like,2024-05-02T12:14:41.000+02:00
101,user4,Notification Interaction,Notifications,2024-05-31T00:54:00.000+02:00,rec74,np150,place103,event172,Save,2024-05-02T12:14:41.000+02:00
101,user4,Logout,Home,2024-05-31T18:02:00.000+02:00,rec74,np150,place103,event159,Like,2024-05-02T12:14:41.000+02:00
103,user14,Logout,Home,2024-05-03T04:04:00.000+02:00,rec74,np150,place103,event259,Share,2024-05-02T12:14:41.000+02:00
103,user14,Login,Home,2024-05-03T13:48:00.000+02:00,rec74,np150,place103,event442,Like,2024-05-02T12:14:41.000+02:00
103,user14,Login,Home,2024-05-04T02:12:00.000+02:00,rec74,np150,place103,event341,Share,2024-05-02T12:14:41.000+02:00
103,user1,Access Page,Reports,2024-05-04T17:25:00.000+02:00,rec76,np150,place103,event290,Share,2024-05-02T12:14:41.000+02:00
103,user1,Search,Dashboard,2024-05-05T02:25:00.000+02:00,rec76,np150,place103,event146,Share,2024-05-02T12:14:41.000+02:00
103,user1,Logout,Home,2024-05-05T20:03:00.000+02:00,rec76,np150,place103,event220,Save,2024-05-02T12:14:41.000+02:00
103,user14,Follow/Unfollow,Profile Page,2024-05-06T05:52:00.000+02:00,rec74,np150,place103,event24,Like,2024-05-02T12:14:41.000+02:00
103,user1,Login,Home,2024-05-06T07:02:00.000+02:00,rec76,np150,place103,event365,Like,2024-05-02T12:14:41.000+02:00
103,user14,Comment,Profile Page,2024-05-07T22:25:00.000+02:00,rec74,np150,place103,event25,Save,2024-05-02T12:14:41.000+02:00
103,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec74,np150,place103,event271,Share,2024-05-02T12:14:41.000+02:00
103,user14,Profile Update,Settings,2024-05-10T00:03:00.000+02:00,rec74,np150,place103,event325,Like,2024-05-02T12:14:41.000+02:00
103,user14,Follow/Unfollow,Profile Page,2024-05-10T21:04:00.000+02:00,rec74,np150,place103,event368,Share,2024-05-02T12:14:41.000+02:00
103,user1,Profile Update,Settings,2024-05-10T22:11:00.000+02:00,rec76,np150,place103,event125,Share,2024-05-02T12:14:41.000+02:00
103,user14,Share,Profile Page,2024-05-11T08:52:00.000+02:00,rec74,np150,place103,event123,Like,2024-05-02T12:14:41.000+02:00
103,user14,Login,Home,2024-05-11T21:03:00.000+02:00,rec74,np150,place103,event39,Share,2024-05-02T12:14:41.000+02:00
103,user1,Post Creation,Profile Page,2024-05-11T21:32:00.000+02:00,rec76,np150,place103,event61,Like,2024-05-02T12:14:41.000+02:00
103,user14,Follow/Unfollow,Profile Page,2024-05-12T10:27:00.000+02:00,rec74,np150,place103,event238,Save,2024-05-02T12:14:41.000+02:00
103,user14,Like/Reaction,Profile Page,2024-05-12T23:04:00.000+02:00,rec74,np150,place103,event206,Save,2024-05-02T12:14:41.000+02:00
103,user14,Logout,Home,2024-05-13T03:18:00.000+02:00,rec74,np150,place103,event43,Share,2024-05-02T12:14:41.000+02:00
103,user1,Logout,Home,2024-05-14T15:27:00.000+02:00,rec76,np150,place103,event302,Like,2024-05-02T12:14:41.000+02:00
103,user14,Search,Dashboard,2024-05-16T11:46:00.000+02:00,rec74,np150,place103,event57,Save,2024-05-02T12:14:41.000+02:00
103,user14,Share,Profile Page,2024-05-17T10:59:00.000+02:00,rec74,np150,place103,event406,Save,2024-05-02T12:14:41.000+02:00
103,user14,Post Creation,Profile Page,2024-05-18T11:42:00.000+02:00,rec74,np150,place103,event379,Like,2024-05-02T12:14:41.000+02:00
103,user1,Post Creation,Profile Page,2024-05-18T15:58:00.000+02:00,rec76,np150,place103,event181,Like,2024-05-02T12:14:41.000+02:00
103,user14,Share,Profile Page,2024-05-20T09:58:00.000+02:00,rec74,np150,place103,event336,Like,2024-05-02T12:14:41.000+02:00
103,user1,Logout,Home,2024-05-20T10:34:00.000+02:00,rec76,np150,place103,event296,Save,2024-05-02T12:14:41.000+02:00
103,user1,Login,Home,2024-05-20T18:13:00.000+02:00,rec76,np150,place103,event61,Save,2024-05-02T12:14:41.000+02:00
103,user1,Follow/Unfollow,Profile Page,2024-05-20T20:57:00.000+02:00,rec76,np150,place103,event455,Share,2024-05-02T12:14:41.000+02:00
103,user1,Logout,Home,2024-05-20T20:58:00.000+02:00,rec76,np150,place103,event41,Share,2024-05-02T12:14:41.000+02:00
103,user14,Comment,Profile Page,2024-05-21T01:01:00.000+02:00,rec74,np150,place103,event248,Save,2024-05-02T12:14:41.000+02:00
103,user1,Search,Dashboard,2024-05-21T10:43:00.000+02:00,rec76,np150,place103,event400,Like,2024-05-02T12:14:41.000+02:00
103,user1,Post Creation,Profile Page,2024-05-23T13:38:00.000+02:00,rec76,np150,place103,event33,Save,2024-05-02T12:14:41.000+02:00
103,user1,Share,Profile Page,2024-05-25T08:57:00.000+02:00,rec76,np150,place103,event18,Like,2024-05-02T12:14:41.000+02:00
103,user14,Profile Update,Settings,2024-05-25T16:01:00.000+02:00,rec74,np150,place103,event237,Like,2024-05-02T12:14:41.000+02:00
103,user1,Follow/Unfollow,Profile Page,2024-05-25T17:31:00.000+02:00,rec76,np150,place103,event118,Save,2024-05-02T12:14:41.000+02:00
103,user1,Share,Profile Page,2024-05-25T19:19:00.000+02:00,rec76,np150,place103,event489,Save,2024-05-02T12:14:41.000+02:00
103,user1,Search,Dashboard,2024-05-26T01:14:00.000+02:00,rec76,np150,place103,event63,Share,2024-05-02T12:14:41.000+02:00
103,user1,Follow/Unfollow,Profile Page,2024-05-26T05:14:00.000+02:00,rec76,np150,place103,event241,Like,2024-05-02T12:14:41.000+02:00
103,user14,Post Creation,Profile Page,2024-05-26T08:45:00.000+02:00,rec74,np150,place103,event296,Like,2024-05-02T12:14:41.000+02:00
103,user14,Notification Interaction,Notifications,2024-05-28T02:27:00.000+02:00,rec74,np150,place103,event177,Share,2024-05-02T12:14:41.000+02:00
103,user14,Login,Home,2024-05-28T07:04:00.000+02:00,rec74,np150,place103,event373,Share,2024-05-02T12:14:41.000+02:00
103,user1,Search,Dashboard,2024-05-28T07:20:00.000+02:00,rec76,np150,place103,event157,Save,2024-05-02T12:14:41.000+02:00
103,user14,Profile Update,Settings,2024-05-30T16:23:00.000+02:00,rec74,np150,place103,event83,Share,2024-05-02T12:14:41.000+02:00
103,user1,Follow/Unfollow,Profile Page,2024-05-30T23:04:00.000+02:00,rec76,np150,place103,event358,Share,2024-05-02T12:14:41.000+02:00
103,user14,Search,Dashboard,2024-05-31T00:02:00.000+02:00,rec74,np150,place103,event331,Like,2024-05-02T12:14:41.000+02:00
104,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec75,np89,place179,event403,Like,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-01T21:11:00.000+02:00,rec34,np89,place179,event284,Share,2024-05-02T12:14:41.000+02:00
104,user10,Logout,Home,2024-05-02T12:13:00.000+02:00,rec54,np89,place179,event224,Save,2024-05-02T12:14:41.000+02:00
104,user15,Logout,Home,2024-05-02T13:57:00.000+02:00,rec75,np89,place179,event175,Save,2024-05-02T12:14:41.000+02:00
104,user15,Profile Update,Settings,2024-05-03T10:27:00.000+02:00,rec75,np89,place179,event376,Save,2024-05-02T12:14:41.000+02:00
104,user15,Post Creation,Profile Page,2024-05-03T13:20:00.000+02:00,rec75,np89,place179,event121,Save,2024-05-02T12:14:41.000+02:00
104,user10,Share,Profile Page,2024-05-04T00:22:00.000+02:00,rec54,np89,place179,event42,Share,2024-05-02T12:14:41.000+02:00
104,user15,Access Page,Events,2024-05-04T09:49:00.000+02:00,rec75,np89,place179,event281,Share,2024-05-02T12:14:41.000+02:00
104,user10,Share,Profile Page,2024-05-04T15:29:00.000+02:00,rec54,np89,place179,event335,Share,2024-05-02T12:14:41.000+02:00
104,user10,Follow/Unfollow,Profile Page,2024-05-04T20:32:00.000+02:00,rec54,np89,place179,event33,Save,2024-05-02T12:14:41.000+02:00
104,user15,Logout,Home,2024-05-05T19:53:00.000+02:00,rec75,np89,place179,event73,Share,2024-05-02T12:14:41.000+02:00
104,user10,Search,Dashboard,2024-05-06T14:38:00.000+02:00,rec54,np89,place179,event408,Save,2024-05-02T12:14:41.000+02:00
104,user16,Follow/Unfollow,Profile Page,2024-05-07T02:19:00.000+02:00,rec34,np89,place179,event234,Share,2024-05-02T12:14:41.000+02:00
104,user16,Like/Reaction,Profile Page,2024-05-07T13:32:00.000+02:00,rec34,np89,place179,event359,Like,2024-05-02T12:14:41.000+02:00
104,user15,Share,Profile Page,2024-05-07T19:33:00.000+02:00,rec75,np89,place179,event392,Save,2024-05-02T12:14:41.000+02:00
104,user10,Profile Update,Settings,2024-05-07T22:34:00.000+02:00,rec54,np89,place179,event169,Like,2024-05-02T12:14:41.000+02:00
104,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec54,np89,place179,event65,Share,2024-05-02T12:14:41.000+02:00
104,user16,Post Creation,Profile Page,2024-05-08T21:50:00.000+02:00,rec34,np89,place179,event19,Share,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-09T11:06:00.000+02:00,rec54,np89,place179,event390,Like,2024-05-02T12:14:41.000+02:00
104,user10,Follow/Unfollow,Profile Page,2024-05-09T14:51:00.000+02:00,rec54,np89,place179,event426,Share,2024-05-02T12:14:41.000+02:00
104,user16,Search,Dashboard,2024-05-10T00:38:00.000+02:00,rec34,np89,place179,event201,Share,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-10T10:39:00.000+02:00,rec54,np89,place179,event111,Save,2024-05-02T12:14:41.000+02:00
104,user10,Search,Dashboard,2024-05-11T03:00:00.000+02:00,rec54,np89,place179,event107,Share,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-11T03:02:00.000+02:00,rec34,np89,place179,event342,Share,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-11T05:40:00.000+02:00,rec34,np89,place179,event130,Like,2024-05-02T12:14:41.000+02:00
104,user15,Like/Reaction,Profile Page,2024-05-11T05:55:00.000+02:00,rec75,np89,place179,event302,Share,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-11T08:05:00.000+02:00,rec54,np89,place179,event104,Like,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-11T17:16:00.000+02:00,rec54,np89,place179,event428,Share,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-12T04:50:00.000+02:00,rec54,np89,place179,event107,Like,2024-05-02T12:14:41.000+02:00
104,user10,Logout,Home,2024-05-12T10:05:00.000+02:00,rec54,np89,place179,event255,Share,2024-05-02T12:14:41.000+02:00
104,user16,Like/Reaction,Profile Page,2024-05-13T15:47:00.000+02:00,rec34,np89,place179,event203,Save,2024-05-02T12:14:41.000+02:00
104,user15,Share,Profile Page,2024-05-13T16:50:00.000+02:00,rec75,np89,place179,event244,Share,2024-05-02T12:14:41.000+02:00
104,user10,Search,Dashboard,2024-05-13T20:33:00.000+02:00,rec54,np89,place179,event127,Share,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-14T00:11:00.000+02:00,rec54,np89,place179,event61,Share,2024-05-02T12:14:41.000+02:00
104,user15,Search,Dashboard,2024-05-14T00:13:00.000+02:00,rec75,np89,place179,event369,Share,2024-05-02T12:14:41.000+02:00
104,user10,Profile Update,Settings,2024-05-14T06:36:00.000+02:00,rec54,np89,place179,event367,Like,2024-05-02T12:14:41.000+02:00
104,user10,Login,Home,2024-05-14T09:38:00.000+02:00,rec54,np89,place179,event407,Share,2024-05-02T12:14:41.000+02:00
104,user10,Search,Dashboard,2024-05-14T10:32:00.000+02:00,rec54,np89,place179,event409,Save,2024-05-02T12:14:41.000+02:00
104,user15,Search,Dashboard,2024-05-15T07:04:00.000+02:00,rec75,np89,place179,event302,Save,2024-05-02T12:14:41.000+02:00
104,user10,Logout,Home,2024-05-15T10:41:00.000+02:00,rec54,np89,place179,event164,Save,2024-05-02T12:14:41.000+02:00
104,user16,Access Page,Dashboard,2024-05-15T11:09:00.000+02:00,rec34,np89,place179,event416,Like,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-15T17:05:00.000+02:00,rec34,np89,place179,event294,Share,2024-05-02T12:14:41.000+02:00
104,user15,Access Page,Messages,2024-05-16T01:27:00.000+02:00,rec75,np89,place179,event265,Save,2024-05-02T12:14:41.000+02:00
104,user10,Profile Update,Settings,2024-05-16T09:13:00.000+02:00,rec54,np89,place179,event372,Share,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-16T18:30:00.000+02:00,rec54,np89,place179,event69,Share,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-16T19:26:00.000+02:00,rec34,np89,place179,event128,Share,2024-05-02T12:14:41.000+02:00
104,user16,Post Creation,Profile Page,2024-05-17T02:33:00.000+02:00,rec34,np89,place179,event416,Like,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-17T07:36:00.000+02:00,rec54,np89,place179,event134,Like,2024-05-02T12:14:41.000+02:00
104,user16,Notification Interaction,Notifications,2024-05-18T21:40:00.000+02:00,rec34,np89,place179,event309,Like,2024-05-02T12:14:41.000+02:00
104,user10,Access Page,Trending,2024-05-19T04:24:00.000+02:00,rec54,np89,place179,event349,Share,2024-05-02T12:14:41.000+02:00
104,user10,Login,Home,2024-05-19T12:10:00.000+02:00,rec54,np89,place179,event318,Share,2024-05-02T12:14:41.000+02:00
104,user16,Login,Home,2024-05-19T15:37:00.000+02:00,rec34,np89,place179,event297,Save,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-19T16:04:00.000+02:00,rec54,np89,place179,event466,Like,2024-05-02T12:14:41.000+02:00
104,user16,Post Creation,Profile Page,2024-05-20T04:52:00.000+02:00,rec34,np89,place179,event494,Share,2024-05-02T12:14:41.000+02:00
104,user15,Profile Update,Settings,2024-05-20T05:35:00.000+02:00,rec75,np89,place179,event482,Like,2024-05-02T12:14:41.000+02:00
104,user16,Share,Profile Page,2024-05-20T10:38:00.000+02:00,rec34,np89,place179,event295,Share,2024-05-02T12:14:41.000+02:00
104,user10,Like/Reaction,Profile Page,2024-05-21T07:38:00.000+02:00,rec54,np89,place179,event167,Share,2024-05-02T12:14:41.000+02:00
104,user16,Profile Update,Settings,2024-05-22T02:18:00.000+02:00,rec34,np89,place179,event236,Like,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-22T11:25:00.000+02:00,rec54,np89,place179,event170,Like,2024-05-02T12:14:41.000+02:00
104,user15,Access Page,Reports,2024-05-22T12:21:00.000+02:00,rec75,np89,place179,event458,Save,2024-05-02T12:14:41.000+02:00
104,user10,Comment,Profile Page,2024-05-23T09:11:00.000+02:00,rec54,np89,place179,event96,Share,2024-05-02T12:14:41.000+02:00
104,user16,Search,Dashboard,2024-05-23T23:47:00.000+02:00,rec34,np89,place179,event297,Like,2024-05-02T12:14:41.000+02:00
104,user10,Share,Profile Page,2024-05-24T00:15:00.000+02:00,rec54,np89,place179,event116,Like,2024-05-02T12:14:41.000+02:00
104,user16,Share,Profile Page,2024-05-25T00:17:00.000+02:00,rec34,np89,place179,event406,Like,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-25T00:18:00.000+02:00,rec54,np89,place179,event87,Share,2024-05-02T12:14:41.000+02:00
104,user15,Follow/Unfollow,Profile Page,2024-05-25T05:15:00.000+02:00,rec75,np89,place179,event493,Like,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-25T10:15:00.000+02:00,rec54,np89,place179,event360,Share,2024-05-02T12:14:41.000+02:00
104,user15,Search,Dashboard,2024-05-25T15:01:00.000+02:00,rec75,np89,place179,event337,Save,2024-05-02T12:14:41.000+02:00
104,user16,Post Creation,Profile Page,2024-05-25T17:57:00.000+02:00,rec34,np89,place179,event458,Share,2024-05-02T12:14:41.000+02:00
104,user10,Profile Update,Settings,2024-05-25T21:54:00.000+02:00,rec54,np89,place179,event89,Share,2024-05-02T12:14:41.000+02:00
104,user16,Access Page,Help/Support,2024-05-25T22:58:00.000+02:00,rec34,np89,place179,event159,Save,2024-05-02T12:14:41.000+02:00
104,user15,Follow/Unfollow,Profile Page,2024-05-26T10:43:00.000+02:00,rec75,np89,place179,event114,Like,2024-05-02T12:14:41.000+02:00
104,user16,Share,Profile Page,2024-05-26T16:07:00.000+02:00,rec34,np89,place179,event153,Like,2024-05-02T12:14:41.000+02:00
104,user10,Access Page,Messages,2024-05-26T21:39:00.000+02:00,rec54,np89,place179,event420,Share,2024-05-02T12:14:41.000+02:00
104,user15,Profile Update,Settings,2024-05-26T23:05:00.000+02:00,rec75,np89,place179,event381,Share,2024-05-02T12:14:41.000+02:00
104,user16,Search,Dashboard,2024-05-27T10:35:00.000+02:00,rec34,np89,place179,event354,Save,2024-05-02T12:14:41.000+02:00
104,user15,Search,Dashboard,2024-05-27T11:45:00.000+02:00,rec75,np89,place179,event222,Save,2024-05-02T12:14:41.000+02:00
104,user16,Access Page,Friends List,2024-05-27T14:06:00.000+02:00,rec34,np89,place179,event57,Share,2024-05-02T12:14:41.000+02:00
104,user10,Comment,Profile Page,2024-05-27T14:19:00.000+02:00,rec54,np89,place179,event18,Like,2024-05-02T12:14:41.000+02:00
104,user10,Post Creation,Profile Page,2024-05-27T21:59:00.000+02:00,rec54,np89,place179,event131,Save,2024-05-02T12:14:41.000+02:00
104,user16,Post Creation,Profile Page,2024-05-28T03:06:00.000+02:00,rec34,np89,place179,event457,Like,2024-05-02T12:14:41.000+02:00
104,user10,Logout,Home,2024-05-28T10:07:00.000+02:00,rec54,np89,place179,event390,Share,2024-05-02T12:14:41.000+02:00
104,user16,Like/Reaction,Profile Page,2024-05-28T16:03:00.000+02:00,rec34,np89,place179,event206,Share,2024-05-02T12:14:41.000+02:00
104,user16,Access Page,Help/Support,2024-05-29T21:10:00.000+02:00,rec34,np89,place179,event281,Save,2024-05-02T12:14:41.000+02:00
104,user15,Post Creation,Profile Page,2024-05-30T09:13:00.000+02:00,rec75,np89,place179,event34,Like,2024-05-02T12:14:41.000+02:00
104,user16,Share,Profile Page,2024-05-30T10:11:00.000+02:00,rec34,np89,place179,event114,Like,2024-05-02T12:14:41.000+02:00
104,user10,Share,Profile Page,2024-05-31T01:13:00.000+02:00,rec54,np89,place179,event293,Save,2024-05-02T12:14:41.000+02:00
104,user10,Logout,Home,2024-05-31T13:53:00.000+02:00,rec54,np89,place179,event272,Like,2024-05-02T12:14:41.000+02:00
104,user10,Follow/Unfollow,Profile Page,2024-05-31T16:44:00.000+02:00,rec54,np89,place179,event359,Share,2024-05-02T12:14:41.000+02:00
104,user15,Share,Profile Page,2024-05-31T20:58:00.000+02:00,rec75,np89,place179,event177,Save,2024-05-02T12:14:41.000+02:00
105,user20,Comment,Profile Page,2024-05-01T00:06:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user20,Notification Interaction,Notifications,2024-05-02T03:38:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user20,Follow/Unfollow,Profile Page,2024-05-03T23:31:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user20,Logout,Home,2024-05-04T18:44:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user7,Like/Reaction,Profile Page,2024-05-04T22:34:00.000+02:00,rec83,np280,place191,event23,Like,2024-05-20T06:31:02.000+02:00
105,user20,Access Page,Profile Page,2024-05-05T21:46:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
105,user7,Share,Profile Page,2024-05-06T18:01:00.000+02:00,rec83,np280,place191,event422,Save,2024-05-20T06:31:02.000+02:00
