postID,userID,activityID,page,user_activity_timestamp,recommendationID,nearPlaceID,placeID,eventID,engagementType,engagement_timestamp
380,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec15,,,,,
475,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec64,np48,place155,,,
298,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec25,np185,place159,,,
481,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec5,np11,place56,,,
455,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec76,np11,place50,,,
455,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec76,np349,place179,,,
450,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec88,np295,place99,,,
484,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec27,,,,,
364,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec79,,,,,
373,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec10,np65,place54,,,
213,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec67,,,,,
138,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec70,np52,place157,,,
138,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec70,np89,place30,,,
215,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec54,np104,place119,,,
432,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec47,np342,place53,,,
432,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec47,np390,place193,,,
421,user12,Follow/Unfollow,Profile Page,2024-05-01T07:39:00.000+02:00,rec40,np377,place91,,,
469,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec63,,,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec75,np133,place129,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec75,np7,place72,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec75,np181,place182,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec75,np62,place90,,,
124,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec87,np357,place50,,,
124,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec87,np153,place171,,,
355,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec31,,,,,
105,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
144,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec44,,,,,
136,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec43,,,event299,Like,2024-05-17T17:51:13.000+02:00
136,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec43,,,event339,Like,2024-05-14T14:48:54.000+02:00
297,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec90,np25,place125,,,
297,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec90,np61,place192,,,
368,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec63,np385,place43,,,
368,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec63,np76,place5,,,
377,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec48,np69,place133,,,
254,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec8,np373,place2,,,
254,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec8,np71,place165,,,
489,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec26,np358,place32,,,
304,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec6,,,,,
396,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec29,np346,place145,,,
396,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec29,np55,place22,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec70,np121,place134,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec70,np388,place152,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec70,np81,place85,,,
324,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec34,np116,place43,,,
346,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec87,np282,place143,,,
348,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec89,np63,place126,,,
348,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec89,np315,place86,,,
331,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec68,np45,place141,,,
331,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec68,np14,place16,,,
473,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec43,np191,place139,,,
473,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec43,np243,place88,,,
255,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec19,,,,,
220,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec58,,,,,
401,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec41,np290,place90,,,
401,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec41,np188,place6,,,
480,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec16,np365,place63,,,
153,user20,Follow/Unfollow,Profile Page,2024-05-01T08:09:00.000+02:00,rec95,np273,place32,event121,Share,2024-05-12T14:08:56.000+02:00
315,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec81,np67,place16,,,
315,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec81,np286,place180,,,
379,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec68,np91,place41,,,
379,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec68,np121,place182,,,
297,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec49,np25,place125,,,
297,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec49,np61,place192,,,
429,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec97,np5,place125,,,
408,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec70,np20,place166,,,
408,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec70,np369,place120,,,
360,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec34,np12,place82,,,
360,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec34,np76,place157,,,
360,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec34,np186,place174,,,
146,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec87,np81,place194,,,
146,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec87,np332,place19,,,
104,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec75,np89,place179,,,
327,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec17,np396,place69,,,
269,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec16,np128,place23,,,
385,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec57,,,,,
288,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec9,,,,,
385,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec82,,,,,
356,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec91,np270,place191,,,
356,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec91,np6,place182,,,
243,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec25,,,,,
450,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec44,np295,place99,,,
223,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec62,np393,place148,,,
306,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec90,,,,,
302,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec96,,,,,
177,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec17,np395,place117,,,
177,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec17,np249,place144,,,
177,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec17,np374,place178,,,
248,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec35,,,,,
211,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec66,np96,place14,,,
211,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec66,np229,place178,,,
211,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec66,np220,place97,,,
275,user15,Comment,Profile Page,2024-05-01T08:18:00.000+02:00,rec31,np208,place190,,,
230,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec40,np109,place101,,,
380,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec15,,,,,
475,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec64,np48,place155,,,
298,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec25,np185,place159,,,
481,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec5,np11,place56,,,
455,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec76,np11,place50,,,
455,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec76,np349,place179,,,
450,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec88,np295,place99,,,
484,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec27,,,,,
364,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec79,,,,,
373,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec10,np65,place54,,,
213,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec67,,,,,
138,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec70,np52,place157,,,
138,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec70,np89,place30,,,
215,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec54,np104,place119,,,
432,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec47,np342,place53,,,
432,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec47,np390,place193,,,
421,user12,Share,Profile Page,2024-05-01T08:42:00.000+02:00,rec40,np377,place91,,,
303,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec99,np361,place51,,,
303,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec99,np393,place110,,,
149,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec96,,,event332,Share,2024-05-26T09:52:06.000+02:00
149,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec96,,,event305,Like,2024-05-23T08:51:07.000+02:00
327,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec20,np396,place69,,,
219,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec9,np362,place38,,,
219,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec9,np127,place143,,,
437,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec6,np282,place127,,,
437,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec6,np250,place136,,,
437,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec6,np84,place92,,,
298,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec64,np185,place159,,,
108,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec62,,,,,
375,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np194,place60,,,
375,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np55,place27,,,
453,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec36,np362,place61,,,
123,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np130,place153,,,
418,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec61,np340,place107,,,
146,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec23,np81,place194,,,
146,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec23,np332,place19,,,
339,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec72,,,,,
121,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec51,np95,place124,,,
148,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np34,place124,,,
148,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np342,place139,,,
148,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np209,place188,,,
148,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec53,np181,place196,,,
436,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec5,np348,place18,,,
436,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec5,np78,place135,,,
436,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec5,np397,place103,,,
436,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec5,np80,place67,,,
197,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec64,np221,place94,,,
197,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec64,np311,place70,,,
197,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec64,np296,place126,,,
391,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec24,np250,place50,,,
391,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec24,np364,place181,,,
391,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec24,np356,place134,,,
391,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec24,np380,place176,,,
391,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec24,np249,place162,,,
146,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec40,np81,place194,,,
146,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec40,np332,place19,,,
289,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec31,np365,place175,,,
289,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec31,np397,place107,,,
289,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec31,np149,place23,,,
212,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec52,np52,place47,,,
212,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec52,np28,place92,,,
212,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec52,np234,place70,,,
284,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec32,np318,place97,,,
410,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec62,np113,place53,,,
410,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec62,np136,place172,,,
410,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec62,np209,place148,,,
410,user8,Follow/Unfollow,Profile Page,2024-05-01T09:09:00.000+02:00,rec62,np52,place24,,,
174,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec2,np75,place26,,,
298,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec81,np185,place159,,,
424,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec51,np2,place84,,,
424,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec51,np78,place38,,,
474,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec96,np306,place175,,,
232,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec56,np14,place124,,,
232,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec56,np56,place44,,,
232,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec56,np147,place183,,,
232,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec56,np110,place166,,,
234,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec1,np37,place177,,,
234,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec1,np322,place27,,,
244,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec64,,,,,
236,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec76,np238,place50,,,
236,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec76,np234,place156,,,
236,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec76,np56,place54,,,
153,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec99,np273,place32,,,
216,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec14,,,,,
480,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec71,np365,place63,,,
485,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec91,np153,place125,,,
485,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec91,np255,place12,,,
450,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec72,np295,place99,,,
227,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec17,np317,place145,,,
467,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec27,np89,place111,,,
165,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec64,np174,place87,,,
458,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec90,,,,,
314,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec4,np19,place106,,,
282,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec69,np198,place103,,,
467,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec90,np89,place111,,,
172,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec74,np294,place84,,,
191,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec13,,,,,
437,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec72,np282,place127,,,
437,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec72,np250,place136,,,
437,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec72,np84,place92,,,
126,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec32,np233,place93,event101,Share,2024-05-08T02:23:13.000+02:00
126,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec32,np216,place162,event101,Share,2024-05-08T02:23:13.000+02:00
130,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec23,np201,place149,,,
237,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec67,np195,place9,,,
237,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec67,np392,place195,,,
237,user17,Share,Profile Page,2024-05-01T09:59:00.000+02:00,rec67,np354,place193,,,
